asdf_id,worldbank_geocodedresearchrelease_level1_v1_4_2.fa137b9.sum,v4composites_calibrated_201709.2009.count,v4composites_calibrated_201709.2009.mean,udel_precip_mean.2009.mean,ucdp_deaths_171.2009.sum,ltdr_avhrr_ndvi_v4_yearly.2009.mean,gpw_v4_density.2010.count,gpw_v4_density.2010.mean,gpw_v4_density.2010.max,gpw_v4_density.2010.min,esa_landcover_v207.2010.categorical_count,esa_landcover_v207.2010.categorical_mosaic_cropland,esa_landcover_v207.2010.categorical_rainfed_cropland,esa_landcover_v207.2010.categorical_shrubland,esa_landcover_v207.2010.categorical_urban,esa_landcover_v207.2010.categorical_water_bodies,esa_landcover_v207.2010.categorical_forest,esa_landcover_v207.2010.categorical_no_data,esa_landcover_v207.2010.categorical_bare_areas,esa_landcover_v207.2010.categorical_sparse_vegetation,esa_landcover_v207.2010.categorical_grassland,esa_landcover_v207.2010.categorical_wetland,esa_landcover_v207.2010.categorical_irrigated_cropland,esa_landcover_v207.2010.categorical_snow_ice,distance_to_coast_236.none.max,distance_to_coast_236.none.count,distance_to_coast_236.none.mean,distance_to_coast_236.none.min,dist_to_water.none.mean,dist_to_water.none.max,dist_to_water.none.min,dist_to_groads.none.mean,dist_to_groads.none.max,dist_to_groads.none.min,dist_to_gadm28_borders.none.mean,dist_to_gadm28_borders.none.max,dist_to_gadm28_borders.none.min,africa_child_mortality.2000.mean,acled_v3_count.none.sum,acled_v3_count.none.mean,acled_v3_count.none.count,access_50k.none.mean,access_50k.none.max,access_50k.none.min,NAME_2,NAME_0,NAME_1,VARNAME_2,TYPE_2,Shape_Area,ENGTYPE_2,Shape_Length,HASC_2,ID_2,CCA_2,ID_0,ID_1,ISO,CCN_2,NL_NAME_2
30,52138592.8461,2444.60986328,0.0674488398185,107.82938228100129,0.0,5362.65173235,2444.60986328,45.4879577,75.7927703857,11.8960494995,21876,2181,1144,268,29,0,18254,0,0,0,0,0,0,0,348679.133474,1700.06994629,314537.985811,281938.783363,30505.6362293,62816.2273391,0.0,4071.88964117,15409.236147,0.0,86280.8313868,129030.604378,41685.2816413,22.775333790443156,0.649999976158,0.0383500164776,18.25,330.587782862,937.0,105.0,Kintampo South,Ghana,Brong Ahafo,,District,0.168661,District,2.118888,,31,,87,2,GHA,,
31,52825156.0978,2878.27001953,0.362061656562,110.41238463316965,0.0,5335.83714861,2878.2800293,69.0301073457,191.914413452,39.7978286743,25764,5233,4003,131,66,0,16331,0,0,0,0,0,0,0,297631.449396,2001.10986328,272011.728427,246676.539671,70757.7301143,98796.9281409,45666.4046283,3652.09150555,13903.9776874,0.0,121302.035802,157713.457455,88407.4946011,20.77835077877932,0.0,0.0,21.25,258.706850027,830.0,90.0,Nkoranza,Ghana,Brong Ahafo,,District,0.198756,District,2.133312,GH.BA.NK,32,,87,2,GHA,,
32,60499195.394,3970.6796875,0.0385155025118,106.88162712651247,0.0,4854.84220014,3923.41992188,36.7734800776,51.0756416321,17.5182285309,35537,1391,1375,982,42,759,30988,0,0,0,0,0,0,0,333695.985055,2760.16992188,293257.069347,265811.445632,33187.1670422,70249.6941826,0.0,4023.39919506,14827.5290913,0.0,144395.401676,169507.831447,118885.003182,24.590094145397085,2.55999994278,0.0980177315145,29.3699989319,356.01939852,880.0,170.0,Pru,Ghana,Brong Ahafo,,District,0.274144,District,3.045659,,33,,87,2,GHA,,
33,143595952.676,9665.23925781,0.00517228024079,112.98015874718506,0.0,4897.04032912,8912.15039062,19.6083400416,79.2770462036,17.5182285309,86742,1574,1689,3914,21,11167,68326,0,28,0,18,3,2,0,287762.638924,6716.45996094,223539.218437,155538.878126,7664.4721799,36963.2342024,0.0,8274.80748684,26599.3984418,0.0,99025.8921417,160746.63312,32626.2489987,25.737364275216787,1.0,0.0150371464076,69.1800003052,418.66352992,1084.0,154.0,Sene,Ghana,Brong Ahafo,,District,0.66927,District,3.708541,GH.BA.SE,34,,87,2,GHA,,
34,25403887.3568,1629.68005371,1.78795249688,94.0471147926472,0.0,6098.42554519,1629.68005371,129.48348108,176.70085144,26.0858688354,14548,1210,12647,7,464,0,220,0,0,0,0,0,0,0,294112.718073,1133.29003906,265113.112584,236212.62888,91448.5386556,119961.566129,61993.7305913,2401.77549842,7723.03230592,0.0,65550.4812923,88013.897122,46073.5174644,21.122617208099996,3.0,0.245118766745,12.2399997711,84.0976216302,323.0,0.0,Sunyani,Ghana,Brong Ahafo,,District,0.112371,District,1.532902,GH.BA.SY,35,,87,2,GHA,,
35,99212314.8482,6245.50976562,0.149614218265,95.01265988514709,0.0,5332.9350104,6186.12988281,40.9957212709,191.914413452,11.8960494995,55954,9627,8463,1846,130,20,35281,0,0,0,0,587,0,0,415539.496176,4341.00048828,332460.271147,274074.291114,33959.8580675,80332.7666135,0.0,3965.0637333,17595.5377432,0.0,33559.9941449,86011.2282805,0.0,24.113567710903215,1.0,0.0219968496824,45.4799995422,269.890827992,1015.0,26.0,Tain,Ghana,Brong Ahafo,,District,0.4318,District,3.609253,,36,,87,2,GHA,,
36,9606804.60953,674.709960938,0.335747511008,92.38333333333334,0.0,6260.89406766,674.709960938,111.343822277,172.077102661,60.1889877319,6021,196,4932,4,32,0,857,0,0,0,0,0,0,0,265871.685192,469.58001709,250053.51144,231056.711957,105625.816122,126041.24138,88962.7644035,2713.01817224,8457.68063986,0.0,85513.8388053,99329.133593,71843.7926882,18.198476376147244,0.0,0.0,5.21000003815,114.18772232,318.0,18.0,Tano North,Ghana,Brong Ahafo,,District,0.046352,District,0.94638,,37,,87,2,GHA,,
37,11780244.7043,716.549987793,0.682357251655,99.02449474188442,0.0,6235.01455649,716.520019531,107.978873749,121.99546051,55.1360321045,6386,525,5664,2,57,0,138,0,0,0,0,0,0,0,259076.947126,498.860015869,242300.152843,229591.092433,109497.437261,126041.24138,92298.3660624,2008.70883531,5981.64666873,0.0,103792.442704,121429.798131,87545.4448362,13.733795559774048,0.0,0.0,5.51000022888,111.78927862,253.0,44.0,Tano South,Ghana,Brong Ahafo,,District,0.049245,District,0.997875,,38,,87,2,GHA,,
38,38779564.8969,1342.01000977,0.926563799838,105.29315701275826,0.0,5608.82932707,1342.02001953,162.163127553,191.914413452,47.3611335754,11984,5354,3799,21,136,0,2674,0,0,0,0,0,0,0,318369.541902,933.640014648,290015.141029,266728.720278,56752.7777554,78977.1574414,27492.3316051,2391.7652107,7713.18799009,0.0,84259.9534762,105690.80772,62142.0979362,15.468024905851381,0.0,0.0,10.1000003815,165.256050927,389.0,45.0,Techiman,Ghana,Brong Ahafo,Tekyiman,District,0.09248,District,1.374072,GH.BA.TE,39,,87,2,GHA,,
39,15328524.3616,487.150024414,4.21163559448,84.38333333333334,0.0,6010.50047253,487.140014648,330.370048571,1660.75463867,76.8292388916,4318,5,4184,0,120,7,2,0,0,0,0,0,0,0,26729.8468476,338.890014648,14275.0480752,1107.50389691,14275.0245046,26729.8468476,1107.50389691,1865.97412128,4956.51640266,0.0,12719.2065011,24958.215752,0.0,17.806920104301934,0.319999992847,0.106240476633,3.86000013351,70.6600493044,202.0,2.0,Abura-Asebu-Kwamankese,Ghana,Central,,District,0.033349,District,0.886335,GH.CP.AB,40,,87,3,GHA,,
40,22797069.604,856.229980469,1.40695451353,107.99999999999999,0.0,5422.19272001,856.229980469,313.730128136,535.846923828,139.176177979,7664,4,7536,0,124,0,0,0,0,0,0,0,0,0,54128.3553407,595.880004883,34908.0313102,18990.5243259,34908.0019243,54128.3553407,18990.5243259,1792.84609795,6475.37020713,0.0,33385.572101,52688.9160216,17573.5874623,25.022769983286576,0.0,0.0,6.53000020981,65.4161343045,251.0,0.0,Agona,Ghana,Central,Agona-Swedru,District,0.058947,District,1.028939,GH.CP.AG,41,,87,3,GHA,,
41,13675708.6986,556.789978027,1.17036168168,92.19095525315255,0.0,5906.30174333,556.789978027,263.703225233,339.939666748,95.4460067749,4954,3,4872,8,53,14,4,0,0,0,0,0,0,0,35737.0509307,387.559997559,24461.6651846,10544.4766576,24461.6651846,35737.0509307,10544.4766576,1946.54004936,7452.56109925,0.0,23029.0945901,34514.203506,8905.68,18.145034668606367,0.660000026226,0.161261114824,4.34000015259,112.036201355,316.0,38.0,Ajumako-Enyan-Esiam,Ghana,Central,Ajumako Enyan|Ajumako-Enyan-Asiam|Ajumaku-Enyam-,District,0.038241,District,0.827238,GH.CP.AJ,42,,87,3,GHA,,
42,22812942.1154,1003.27001953,0.24122490067,110.71249994934912,0.0,5760.53357331,1003.27001953,149.809648089,353.31842041,95.4460067749,8963,529,8117,0,56,0,261,0,0,0,0,0,0,0,67046.6751119,697.349975586,48458.3410171,31427.1256988,48458.3410171,67046.6751119,31427.1256988,2840.95149083,8964.18460938,0.0,46943.5906933,65632.2288082,29860.0284808,30.416814493116505,1.34000003338,0.200566379632,7.57999992371,157.042644659,418.0,33.0,Asikuma Odoben Brakwa,Ghana,Central,,District,0.069101,District,1.061085,GH.CP.AO,43,,87,3,GHA,,
43,31436268.0499,1361.59997559,0.327607232295,113.15654761574524,0.0,5792.94429765,1361.59997559,141.370971861,209.201080322,76.8292388916,12168,412,10993,2,77,0,684,0,0,0,0,0,0,0,97376.767642,947.050048828,73827.6216844,53135.51748,73827.6219896,97376.767642,53135.51748,3049.7218773,10228.9332573,0.0,72345.7240119,95884.2672456,51770.9355546,22.81355120393674,0.0,0.0,10.3099994659,188.360271744,415.0,81.0,Assin North,Ghana,Central,,District,0.093814,District,1.412892,,44,,87,3,GHA,,
44,28653874.1836,1287.54003906,0.0977957373479,99.16809020428431,0.0,5485.37360719,1287.54003906,102.777041798,330.055297852,76.8292388916,11501,356,7676,0,26,0,3443,0,0,0,0,0,0,0,64200.3395278,895.309997559,41774.5868585,21369.0092745,41774.5716763,64200.3395278,21369.0092745,1891.91302991,6475.34074464,0.0,40315.7099072,62685.0100528,19874.3322517,19.102734318979895,0.0,0.0,9.5999994278,131.646968258,403.0,39.0,Assin South,Ghana,Central,,District,0.08878,District,1.231196,,45,,87,3,GHA,,
45,32581068.9496,844.710021973,5.45583475556,90.56413005823956,0.0,4193.59584642,844.700012207,560.853099495,1121.81164551,222.347320557,7524,483,6259,134,541,61,11,0,2,0,28,0,5,0,41330.7186509,588.400024414,15569.7847067,1106.87646961,15569.6767634,41330.7186509,1106.85793608,1789.88539989,8905.68,0.0,14069.5503133,39812.2080149,0.0,14.553450742882173,2.16999999806,0.361733751677,6.58000040054,74.2363444729,222.0,0.0,Awutu Efutu Senya,Ghana,Central,Awutu-Afutu-Senya|Awutu/Effutu/Senya,District,0.057976,District,1.446052,GH.CP.AE,46,,87,3,GHA,,
46,6134709.78882,152.729995728,17.4781634497,84.38333333333334,0.0,5186.64074789,152.729995728,1260.93289051,1660.75463867,76.8292388916,1336,15,1000,1,261,14,43,0,0,0,0,2,0,0,18334.3649405,106.709999084,9416.41191339,1107.53850187,9416.29364972,18334.3649405,1113.21,1258.85792488,5545.00026114,0.0,7938.60839333,16825.6523192,0.0,24.12708399775909,0.15000000596,0.181173318783,1.37999999523,40.8521613623,228.0,0.0,Cape Coast,Ghana,Central,,Municipal District,0.010331,Municipal District,0.542084,GH.CP.CC,47,,87,3,GHA,,
47,29666853.4018,1008.70996094,1.25081212804,108.0,0.0,5007.19702506,1008.70996094,302.555976947,755.35345459,222.347320557,8966,364,7744,486,67,31,251,0,0,0,23,0,0,0,31427.1256988,701.549987793,13809.3202772,0.0,13809.2140729,31427.1256988,0.0,2268.53638996,8092.5450684,0.0,12290.2945031,29860.0284808,0.0,20.289415223311813,0.109999999404,0.0245513254295,7.73999977112,83.7267419097,307.0,4.0,Gomoa,Ghana,Central,Gomua,District,0.0694,District,1.316499,GH.CP.GO,48,,87,3,GHA,,
48,9616298.50105,454.279998779,3.37626719793,96.30555555555557,0.0,5307.10925792,454.290008545,301.022858191,904.535461426,54.9806938171,4034,70,3405,22,205,17,313,0,0,0,0,2,0,0,18632.9964775,316.130004883,8260.9602606,1107.64150702,8261.01383662,18632.9964775,1113.21,2994.50109316,8905.68,0.0,6377.43991574,16698.15,0.0,25.63342226637756,0.0,0.0,3.57999992371,117.776401482,350.0,11.0,Komenda-Edina-Eguafo-Abirem,Ghana,Central,Komenda/Edina Aguafo|Komenda/Edina/Eguafo,District,0.031125,District,0.878714,GH.CP.KE,49,,87,3,GHA,,
49,39318086.1833,1630.77001953,0.283878329253,105.77281703938917,0.0,5608.94361567,1630.79003906,76.1188229962,303.286773682,54.9806938171,14538,698,11221,4,53,0,2562,0,0,0,0,0,0,0,89512.9880102,1134.59008789,54733.3330246,15431.9141663,54733.5550661,89512.9880102,15431.9141663,2234.50830972,7792.47,0.0,52692.0459393,87011.2586548,13426.4618685,19.745561276721002,0.0299999993294,0.00482464044859,12.4300012589,149.574655341,517.0,26.0,Lower Denkyira,Ghana,Central,Twifo-Hemang-Lower Denkyira,District,0.112264,District,1.920346,GH.CP.LD,50,,87,3,GHA,,
50,15367643.374,593.229980469,3.20780135541,84.38333333333335,0.0,5355.871344,593.239990234,336.052656024,339.939666748,95.8169708252,5263,226,4454,51,141,49,342,0,0,0,0,0,0,0,23998.2112084,413.640014648,8102.67463411,1107.34650471,8102.65743049,23998.2112084,1107.36412767,2488.69282493,8858.77203182,0.0,6616.81586986,22675.6889654,0.0,15.755137151286965,0.10000000149,0.0287535443874,4.86999988556,97.1185469989,316.0,9.0,Mfantsiman,Ghana,Central,Mfantseman,District,0.040541,District,1.402729,GH.CP.MF,51,,87,3,GHA,,
51,49478688.9584,1224.39001465,0.272392677219,117.53804300009155,0.0,6363.04058368,1224.37011719,114.879710329,236.401275635,59.1933021545,10871,598,9309,0,78,0,886,0,0,0,0,0,0,0,150110.687709,852.709960938,110271.674428,71351.7794493,110075.957211,149374.788509,71351.7794493,2154.37209063,7792.47,0.0,95466.3958881,113058.327866,69241.0088252,18.99699705721707,1.56000000238,0.170034744797,9.88000011444,188.927218924,478.0,119.0,Upper Denkyira,Ghana,Central,Upper Denkhira,District,0.083861,District,2.193593,GH.CP.UD,52,,87,3,GHA,,
52,93114399.0848,6196.35009766,0.0161328023083,115.2244308031485,0.0,4712.69043788,4891.43017578,55.9857344661,186.533126831,17.5182285309,55599,3740,9130,6350,13,15573,20770,0,18,2,3,0,0,0,170851.441063,4304.89013672,136367.310728,87902.3037872,6784.34430328,34241.3776106,0.0,6866.67049665,19693.0788305,0.0,79038.7905267,140551.441138,33112.3056198,22.939949460917592,0.0,0.0,44.6299972534,238.980609002,671.0,52.0,Afram Plains,Ghana,Eastern,,District,0.428801,District,2.842367,GH.EP.AP,53,,87,4,GHA,,
53,11070736.5523,692.109985352,2.14976011754,82.46887267238765,0.0,5216.06551613,692.109985352,234.52925814,1626.17736816,77.7597732544,6164,34,6104,0,24,0,2,0,0,0,0,0,0,0,54500.4889342,481.690002441,41829.3189593,27747.8425478,32932.1034603,46913.1814091,18873.812813,2122.76898911,8053.50584879,0.0,38435.8707167,50384.7317746,23587.8697847,9.741476883945259,0.0299999993294,0.0112118636386,5.35000038147,59.0234787809,216.0,0.0,Akwapim North,Ghana,Eastern,,District,0.047605,District,0.87105,GH.EP.AN,54,,87,4,GHA,,
54,13679852.0027,425.679992676,6.69472672876,63.44166666666666,0.0,4790.84326613,425.679992676,541.176704475,1626.17736816,290.534301758,3767,13,3630,0,111,0,13,0,0,0,0,0,0,0,43231.3671371,296.480010986,31551.8605429,21903.4353948,31552.1266231,43231.3671371,21903.4353948,1927.05066391,7029.02353018,0.0,30016.5927606,41839.3802483,20388.5870967,9.362436969935416,0.0,0.0,3.43000030518,76.6891825226,209.0,0.0,Akwapim South,Ghana,Eastern,,District,0.029162,District,0.761673,GH.EP.AS,55,,87,4,GHA,,
55,22961389.9448,896.560058594,1.86253747913,98.22899155328612,0.0,5205.04082215,666.059997559,191.1290966,306.215087891,39.7506370544,7995,915,3416,51,22,2992,531,0,0,0,0,0,68,0,93511.7865717,623.840026855,72110.081776,46744.1097116,1824.96434888,8923.58588741,0.0,2458.89638837,12416.0530869,0.0,62344.7464862,76416.7462009,45040.1726979,17.649712777535157,0.209999993443,0.040776641214,6.86999988556,101.348102153,194.0,51.0,Asuogyaman,Ghana,Eastern,,District,0.061682,District,1.166137,GH.EP.AG,56,,87,4,GHA,,
56,22927214.3745,959.210083008,0.130313891529,121.26000001390776,0.0,6049.36622604,959.210083008,120.529043477,224.141571045,106.434425354,8553,757,6075,0,21,0,1700,0,0,0,0,0,0,0,119341.603374,667.549987793,101488.042149,82332.8357583,41635.9625413,59099.1363813,25078.5903611,2488.18704848,9545.25150473,0.0,99965.5798627,117876.515097,80897.6910889,13.967809917910117,0.469999998808,0.0745139216675,7.38000011444,119.507005895,421.0,19.0,Atiwa,Ghana,Eastern,,District,0.065924,District,1.23125,,57,,87,4,GHA,,
57,28611792.3249,1625.69995117,0.108639258934,120.52785042137549,0.0,6222.11333024,1625.7199707,143.516361046,223.004211426,87.719078064,14511,959,11842,0,99,0,1611,0,0,0,0,0,0,0,133662.346253,1131.0,108602.809055,81141.0892448,70906.1482211,97803.3554727,33083.0914524,2795.5487691,12650.7189923,0.0,107106.43705,132160.826238,79623.4875675,27.760947694656295,0.0599999986589,0.00812811388911,12.3100004196,154.455235345,590.0,14.0,Birim North,Ghana,Eastern,,District,0.111973,District,1.70753,GH.EP.BN,58,,87,4,GHA,,
58,24599990.8657,1328.14990234,1.02982000421,110.17153848473697,0.0,5853.68442539,1328.14990234,209.421290021,310.198974609,87.719078064,11843,582,10004,0,135,0,1122,0,0,0,0,0,0,0,89398.7090491,924.020019531,67832.1617695,43338.925192,67831.9059173,89398.7090491,43338.925192,2226.8185933,7105.00523859,0.0,66311.7460853,88104.9861142,41776.6428975,33.11644677371895,0.989999998361,0.107555441891,10.0399990082,115.410613396,315.0,32.0,Birim South,Ghana,Eastern,,District,0.091492,District,1.505801,GH.EP.BS,59,,87,4,GHA,,
59,11291602.324,693.33001709,1.82574067557,116.48494621702173,0.0,5701.19696799,693.329956055,231.010879535,1196.65588379,104.949134827,6181,580,4900,0,17,0,684,0,0,0,0,0,0,0,88215.6350801,482.350006104,76940.767144,65806.2854286,48624.3093233,65812.8767289,34157.8135999,1810.00736252,5668.57499132,0.0,74916.8049055,86806.4461063,64166.3157033,9.384228882936906,0.0,0.0,5.34000015259,73.8758062251,408.0,0.0,East Akim,Ghana,Eastern,,District,0.047696,District,0.870965,GH.EP.EA,60,,87,4,GHA,,
60,23943427.7391,1335.14001465,0.297649982192,115.63720275408745,0.0,5510.2524241,1267.29003906,108.599551137,224.141571045,104.583389282,11926,1453,8507,108,24,939,874,0,0,0,14,0,7,0,118857.42788,928.570007324,98072.9350956,78513.2842131,16240.0701192,43760.3040718,0.0,3501.28061892,12281.2240872,0.0,91490.475762,111467.342387,74356.7523488,13.106097833079234,0.0599999986589,0.0100005603164,10.0,154.131235609,494.0,11.0,Fanteakwa,Ghana,Eastern,Fanteakwah,District,0.092011,District,1.32032,GH.EP.FA,61,,87,4,GHA,,
61,27414130.941,1551.57995605,0.401130796111,120.57842541951437,0.0,5865.09837897,1551.56994629,161.762678704,235.715179443,113.444381714,13873,845,10836,40,213,6,1933,0,0,0,0,0,0,0,113934.098959,1078.83996582,89384.2544646,67584.0687756,67416.5523355,86495.7812056,47287.8042571,3087.82101241,12650.7189923,0.0,87866.0455432,112399.712655,66108.9990486,23.15925888170604,0.910000026226,0.0831356315993,11.5499992371,156.856151569,608.0,37.0,Kwabibirem,Ghana,Eastern,Kwaebibirem|Kwaebibirim,District,0.107025,District,1.366708,GH.EP.KB,62,,87,4,GHA,,
62,29055234.4514,1881.69995117,0.52127659424,114.91846726925856,0.0,5612.27063039,1825.01000977,111.745883022,207.638824463,94.5444259644,16809,3709,9270,1258,39,799,1722,0,0,1,11,0,0,0,158192.145689,1309.01000977,131641.027684,101667.231489,12809.722269,31343.6159732,0.0,4869.19945526,14441.1018404,0.0,125671.565367,153318.51721,93582.9466599,16.036208598584548,0.469999998808,0.0386948413783,14.220000267,194.310533897,644.0,6.0,Kwahu South,Ghana,Eastern,,District,0.129713,District,1.808599,GH.EP.KS,63,,87,4,GHA,,
63,7932672.83826,472.929992676,1.83309582893,116.92486830042976,0.0,6221.2173946,472.929992676,194.958029748,207.638824463,105.499031067,4206,1127,2767,0,99,4,209,0,0,0,0,0,0,0,137095.892014,329.110015869,123622.847336,105866.89919,29524.0145425,40747.9341672,18191.9423657,2807.52074527,9545.25150473,0.0,122182.968567,135605.001859,104436.456837,15.593939721636039,0.0,0.0,3.78999996185,68.6070088144,295.0,0.0,Kwahu West,Ghana,Eastern,,District,0.032419,District,0.842637,,64,,87,4,GHA,,
64,19528019.1796,1078.11010742,0.685441656742,111.97810858640233,0.0,4858.79564008,924.590026855,153.593665494,306.215087891,104.583389282,9604,730,6808,54,38,1731,243,0,0,0,0,0,0,0,104008.484928,750.100036621,77413.4548155,48288.6796885,8242.53610024,27825.5786414,0.0,3964.73306648,15115.7356238,0.0,71071.123856,88578.170538,45924.0842311,14.562612309757856,0.0,0.00604139955411,8.27999973297,139.868135603,358.0,38.0,Manya Krobo,Ghana,Eastern,,District,0.074182,District,1.318793,GH.EP.MK,65,,87,4,GHA,,
65,7014152.40507,206.559997559,14.5219491336,113.23333333333335,0.0,5709.83630955,206.559997559,952.03790773,1196.65588379,160.835083008,1825,56,1653,0,116,0,0,0,0,0,0,0,0,0,71122.6730413,143.930007935,61777.6217076,51679.3909909,40273.3495719,46256.7451974,33659.5354132,1507.36967794,5548.673355,0.0,58443.6448523,67494.2847924,47906.2594941,7.554866324665725,0.189999997616,0.142850494788,1.75,38.2452270392,153.0,8.0,New Juaben,Ghana,Eastern,New Juabem|New Juabeng,Municipal District,0.014049,Municipal District,0.503089,GH.EP.NJ,66,,87,4,GHA,,
66,23457024.3969,1174.7800293,0.561211870275,92.92743515162601,0.0,5833.43784249,1174.80004883,206.62133044,1000.66070557,194.213653564,10489,163,10057,0,35,0,234,0,0,0,0,0,0,0,69624.7923311,816.780029297,53774.0162548,34012.774038,51762.6184389,69063.2748585,34012.774038,2736.35661563,8905.68,0.0,52288.8816263,67831.3269678,32368.5823333,10.122310884645708,0.00999999977648,0.00452087983122,8.85000038147,135.408170119,546.0,22.0,Suhum Kraboa Coaltar,Ghana,Eastern,Suhum/Kroboa/Coaltar,District,0.080935,District,1.153481,GH.EP.SK,67,,87,4,GHA,,
67,17972745.3251,758.199951172,0.573755456012,104.38471657388811,0.0,5765.073802,758.189941406,260.169072526,1121.81164551,155.401535034,6743,150,6254,0,49,0,290,0,0,0,0,0,0,0,73328.6911183,527.969970703,52276.2853701,29808.3505726,52276.2853701,73328.6911183,29808.3505726,2312.38555751,8005.79388021,0.0,50752.223454,71800.8272542,28324.1138236,17.747384113681015,1.03000000864,0.17786112221,5.96000003815,117.337037691,433.0,35.0,West Akim,Ghana,Eastern,,District,0.052036,District,1.215634,GH.EP.WA,68,,87,4,GHA,,
68,17803856.3393,664.420043945,1.32413356161,113.23333333333335,0.0,5716.78101158,664.41003418,196.047153463,1196.65588379,104.583389282,5902,147,5714,4,1,0,36,0,0,0,0,0,0,0,80379.5634276,462.5,62198.977214,40068.7807114,24908.6640428,36859.0509266,13451.5808224,3142.0380867,8460.5625644,0.0,57801.8318745,76045.932285,35508.1454321,10.620662117710529,0.77999997139,0.165415233653,5.26000022888,137.954999364,357.0,14.0,Yilo Krobo,Ghana,Eastern,,District,0.045583,District,1.017055,GH.EP.YK,69,,87,4,GHA,,
69,198578848.0,330.220001221,60.7796731175,63.44166666666666,0.0,2583.59872282,330.220001221,7629.11286846,11258.4423828,779.918457031,2937,48,71,2,2734,76,3,0,0,0,3,0,0,0,16184.3962401,230.020004272,7489.56213146,1106.67074655,7490.02344614,16184.3962401,1106.67074655,1490.04539261,5566.05,0.0,5918.65937347,14831.668876,0.0,14.15940536333479,30.4999992996,13.4409981089,2.66000008583,10.7133090324,52.0,0.0,Accra,Ghana,Greater Accra,Accra Metropolitan Assembly,Metropolitan District,0.022613,Metropolitan District,0.671157,GH.AA.AC,70,,87,5,GHA,,
70,52799569.5389,1943.08007812,2.06664018918,84.66258197702885,0.0,3865.83211789,1941.13000488,113.876210577,1782.34460449,77.7597732544,17395,3328,9149,4400,202,125,153,0,3,0,24,0,11,0,51165.2673547,1351.22998047,22837.988405,1113.21,12654.671857,30195.2627683,0.0,1857.34841448,9455.79239987,0.0,20190.728542,47185.2885225,0.0,18.224615875884613,1.29999998212,0.110807567007,14.4399995804,101.248921623,399.0,9.0,Dangbe East,Ghana,Greater Accra,,District,0.134061,District,1.695125,GH.AA.DE,71,,87,5,GHA,,
71,25931276.9676,846.449951172,0.569357283775,NA,0.0,3654.8649559,845.239990234,213.82555959,318.817108154,77.7597732544,7459,1478,3850,1052,202,368,249,0,157,14,58,6,25,0,24490.62,590.179992676,12128.5870586,1113.21,7803.23149898,15584.94,0.0,2600.6262493,8429.43835446,0.0,5971.64097836,16948.3521736,0.0,22.972358073614313,1.25,0.219785952927,6.78000020981,154.626055265,380.0,51.0,Dangbe West,Ghana,Greater Accra,,District,0.057537,District,2.845629,GH.AA.DW,72,,87,5,GHA,,
72,21450479.532,220.270004272,29.0279954891,63.44166666666667,0.0,3675.569943,220.270004272,1293.43904135,1602.76098633,299.223297119,1950,27,1088,8,818,0,9,0,0,0,0,0,0,0,27788.1471759,153.570007324,20698.6709727,13424.7363844,20699.24397,27788.1471759,13424.7363844,1513.58855611,5642.42313533,0.0,19135.5092582,26422.5394619,11604.501876,9.448589083736376,0.469999991357,0.516035545435,1.87999987602,44.6818109838,211.0,0.0,Ga East,Ghana,Greater Accra,,District,0.015008,District,0.551512,,73,,87,5,GHA,,
73,32128857.5319,513.849975586,10.9407402107,68.5830126363493,0.0,4007.29632785,507.860015869,1164.40712147,11258.4423828,281.724731445,4568,149,3516,80,417,263,80,0,18,0,45,0,0,0,35309.827874,357.519989014,19100.6002026,1113.21,19100.5565931,35309.827874,1113.21,1922.41507179,7029.02353018,0.0,17635.8646388,33848.0596854,0.0,12.649580745671903,1.8599999696,0.547764843182,4.08999967575,58.1303597521,171.0,0.0,Ga West,Ghana,Greater Accra,,District,0.035214,District,0.887025,,74,,87,5,GHA,,
74,135690240.211,536.479980469,34.4242102995,63.44166666666666,0.0,3027.63966663,536.479980469,1535.02832624,5862.39257812,77.7597732544,4753,500,1599,111,2495,34,6,0,0,0,7,0,1,0,29802.8021986,373.510009766,11955.8035856,1106.51856769,11955.6503756,29802.8021986,1106.51856769,1305.91659419,5566.05,0.0,10114.8909477,27361.8973536,0.0,12.4349511272458,7.46000003815,2.05735213594,4.2000002861,24.682924567,148.0,0.0,Tema,Ghana,Greater Accra,,Municipal District,0.036751,Municipal District,1.051545,GH.AA.TE,75,,87,5,GHA,,
75,106467787.712,6053.78027344,0.0669239977422,94.49288052305765,0.0,4856.03951351,5987.56005859,12.3333046032,47.3611335754,7.09206390381,54270,284,183,6863,4,41,46466,0,0,0,0,427,2,0,458075.240018,4208.08984375,402413.383495,343118.599128,13154.4640178,43820.0174255,0.0,5557.07442109,25669.2961083,0.0,34090.6192827,81496.8791839,0.0,31.40356359243099,0.0,0.0,44.1399993896,402.227883211,1061.0,142.0,Bole,Ghana,Northern,,District,0.418578,District,3.501149,GH.NP.BO,76,,87,6,GHA,,
