school_name,type,Region,District,source_page,scraped_date,data_source,district_key,latitude,longitude,electrification_national,electrification_rural_national,electrification_urban_national,mpi_score,youth_literacy_count,wash_access,water_access_rate,sanitation_access_rate,dist_to_water,access_50k_minutes,night_light_intensity,dist_to_roads
Abakrampa Senior High/Tech,Senior High Technical School,Central,Abura/Asebu/Kwamankese,1.0,2026-04-07 10:21,GES Official Directory,abura asebu kwamankese,5.3418551,-1.1726256,0.8948895,0.778,0.9753000000000001,0.1,23943.0,0.8947071011489923,0.9614401420767968,0.8279740602211878,14275.0245046,70.6600493044,4.21163559448,1865.97412128
Abetifi Presby Senior High,Senior High School,Eastern,Kwahu East,1.0,2026-04-07 10:21,GES Official Directory,kwahu east,6.6722637,-0.7488924,0.8948895,0.778,0.9753000000000001,0.1,16774.0,0.752443432855804,0.759941089837997,0.7449457758736109,32661.8807107,132.8778183930074,1.712440318446963,3086.185355472963
Abomosu STEM Senior High,Senior High School,Eastern,Atiwa West,1.0,2026-04-07 10:21,GES Official Directory,atiwa west,6.3053286,-0.7169926,0.8948895,0.778,0.9753000000000001,0.1,9949.0,0.9677987914055506,0.9798008057296328,0.9557967770814684,32661.8807107,132.8778183930074,1.712440318446963,3086.185355472963
Abor Senior High,Senior High Technical School,Volta,Keta Municipal,1.0,2026-04-07 10:21,GES Official Directory,keta municipal,6.056514,0.8632944,0.8948895,0.778,0.9753000000000001,0.1,16411.0,0.8479094431980421,0.9421170711809096,0.7537018152151744,7309.203196324168,147.93714598925,0.5152197607643333,2198.005448380833
Abrafi Senior High,Senior High School,Bono East,Techiman North,1.0,2026-04-07 10:21,GES Official Directory,techiman north,7.6153251,-1.963707,0.8948895,0.778,0.9753000000000001,0.1,19241.0,0.915351031068491,0.9590691147234242,0.8716329474135579,42290.33319406428,278.16380118278573,0.43796246186061427,3890.629855290714
Abuakwa State College,Senior High School,Eastern,Abuakwa South,1.0,2026-04-07 10:21,GES Official Directory,abuakwa south,6.1745636,-0.5434439,0.8948895,0.778,0.9753000000000001,0.10989010989010989,16272.791208791208,0.8559920513012826,0.85564831516937,0.8563357874331952,32661.8807107,132.8778183930074,1.712440318446963,3086.185355472963
Aburaman Senior High,Senior High School,Central,Abura/Asebu/Kwamankese,1.0,2026-04-07 10:21,GES Official Directory,abura asebu kwamankese,5.3378319,-1.179876,0.8948895,0.778,0.9753000000000001,0.1,23943.0,0.8947071011489923,0.9614401420767968,0.8279740602211878,14275.0245046,70.6600493044,4.21163559448,1865.97412128
Abutia Senior High/Technical,Senior High Technical School,Volta,Ho West,1.0,2026-04-07 10:21,GES Official Directory,ho west,6.8414812,0.4943526,0.8948895,0.778,0.9753000000000001,0.1,15849.0,0.8461677585306057,0.8463084281178409,0.8460270889433704,7309.203196324168,147.93714598925,0.5152197607643333,2198.005448380833
Academy of Christ the King,Senior High School,Central,Cape Coast,1.0,2026-04-07 10:21,GES Official Directory,cape coast,5.1445001,-1.2676726,0.8948895,0.778,0.9753000000000001,0.09701492537313429,24018.014925373136,0.9171775590939981,0.9508606910981735,0.8834944270898226,9416.29364972,40.8521613623,17.4781634497,1258.85792488
Accra Academy,Senior High School,Greater Accra,Accra,1.0,2026-04-07 10:21,GES Official Directory,accra,5.5716478,-0.2433983,0.8948895,0.778,0.9753000000000001,0.08333333333333333,24338.5,0.8943312647296522,0.9671978164907556,0.8214647129685485,7490.02344614,10.7133090324,60.7796731175,1490.04539261
Accra Girls Senior High,Senior High School,Greater Accra,Ayawaso North,1.0,2026-04-07 10:21,GES Official Directory,ayawaso north,5.5899744,-0.1999015,0.8948895,0.778,0.9753000000000001,0.08333333333333333,24338.5,0.8943312647296522,0.9671978164907556,0.8214647129685485,11493.42510986833,25.398280208274997,45.673966755100004,1600.0997426966667
Accra Senior High,Senior High Technical School,Greater Accra,Accra,1.0,2026-04-07 10:21,GES Official Directory,accra,5.5957866,-0.1914303,0.8948895,0.778,0.9753000000000001,0.08333333333333333,24338.5,0.8943312647296522,0.9671978164907556,0.8214647129685485,7490.02344614,10.7133090324,60.7796731175,1490.04539261
Accra STEM Academy,Senior High School,Greater Accra,Ayawaso West,1.0,2026-04-07 10:21,GES Official Directory,ayawaso west,5.6288426,-0.1635245,0.8948895,0.778,0.9753000000000001,0.08333333333333333,24338.5,0.8943312647296522,0.9671978164907556,0.8214647129685485,11493.42510986833,25.398280208274997,45.673966755100004,1600.0997426966667
Accra Wesley Girls High,Senior High School,Greater Accra,Accra,1.0,2026-04-07 10:21,GES Official Directory,accra,5.567343,-0.2304313,0.8948895,0.778,0.9753000000000001,0.08333333333333333,24338.5,0.8943312647296522,0.9671978164907556,0.8214647129685485,7490.02344614,10.7133090324,60.7796731175,1490.04539261
Acherensua Senior High,Senior High School,Ahafo,Asutifi South,1.0,2026-04-07 10:21,GES Official Directory,asutifi south,6.9723204,-2.2987924,0.8948895,0.778,0.9753000000000001,0.1,11818.0,0.910348718499812,0.9188114555907796,0.9018859814088442,106591.83019763199,148.42731240008,0.37817968604568003,2527.1631141124
Achiase Senior High,Senior High School,Eastern,Achiase,1.0,2026-04-07 10:21,GES Official Directory,achiase,5.81037,-1.0086606,0.8948895,0.778,0.9753000000000001,0.1,9734.0,0.9160489362984392,0.9261134213222444,0.905984451274634,32661.8807107,132.8778183930074,1.712440318446963,3086.185355472963
Achimota Senior High,Senior High School,Greater Accra,Okaikwei North,1.0,2026-04-07 10:21,GES Official Directory,okaikwei north,5.6261502,-0.2142913,0.8948895,0.778,0.9753000000000001,0.08333333333333333,24338.5,0.8943312647296522,0.9671978164907556,0.8214647129685485,11493.42510986833,25.398280208274997,45.673966755100004,1600.0997426966667
Achinakrom Senior High,Senior High School,Ashanti,Ejisu,1.0,2026-04-07 10:21,GES Official Directory,ejisu,6.6604023,-1.4656882,0.8948895,0.778,0.9753000000000001,0.08846153846153847,25603.746153846154,0.9235176668482755,0.9440811138747686,0.9029542198217829,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
Ada Senior High,Senior High School,Greater Accra,Ada East,1.0,2026-04-07 10:21,GES Official Directory,ada east,5.8011125,0.613984,0.8948895,0.778,0.9753000000000001,0.1,14506.0,0.7886868881709023,0.940396392920866,0.6369773834209385,11493.42510986833,25.398280208274997,45.673966755100004,1600.0997426966667
Adabokrom Comm. SHS,Senior High School,Western North,Bia East,1.0,2026-04-07 10:21,GES Official Directory,bia east,6.8161445,-3.0038395,0.8948895,0.778,0.9753000000000001,0.2,7811.0,0.8399360152474304,0.7096181335511538,0.970253896943707,126357.277431,213.326318342,0.9288590106539999,2518.27375742
Adaklu Senior High,Senior High Technical School,Volta,Adaklu District,2.0,2026-04-07 10:21,GES Official Directory,adaklu district,6.4513071,0.624962,0.8948895,0.778,0.9753000000000001,0.11234567901234566,17326.024691358023,0.8548501060464653,0.8715017142877199,0.8381984978052108,7309.203196324168,147.93714598925,0.5152197607643333,2198.005448380833
Adankwaman Senior High,Senior High School,Central,Assin South,2.0,2026-04-07 10:21,GES Official Directory,assin south,5.4532534,-1.1618106,0.8948895,0.778,0.9753000000000001,0.1,19995.0,0.8897689657501858,0.8939066405458354,0.8856312909545363,41774.5716763,131.646968258,0.0977957373479,1891.91302991
Adanwomase Senior High,Senior High School,Ashanti,Kwabre East,2.0,2026-04-07 10:21,GES Official Directory,kwabre east,6.7897864,-1.5379285,0.8948895,0.778,0.9753000000000001,0.0,59281.0,0.980581660032809,0.9960959853504076,0.9650673347152104,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
Adeiso Presby Senior High,Senior High School,Eastern,Upper West Akim,2.0,2026-04-07 10:21,GES Official Directory,upper west akim,5.8067803,-0.5400572,0.8948895,0.778,0.9753000000000001,0.1,15728.0,0.8630224218252505,0.8398967724637195,0.8861480711867815,32661.8807107,132.8778183930074,1.712440318446963,3086.185355472963
Adidome Senior High,Senior High Technical School,Volta,Central Tongu,2.0,2026-04-07 10:21,GES Official Directory,central tongu,6.0941808,0.5056409,0.8948895,0.778,0.9753000000000001,0.2,14500.0,0.6935346459674365,0.7565316168118137,0.6305376751230595,7309.203196324168,147.93714598925,0.5152197607643333,2198.005448380833
Adiembra Senior High,Senior High School,Western,Sekondi Takoradi Metropolitan,2.0,2026-04-07 10:21,GES Official Directory,sekondi takoradi metropolitan,4.927456,-1.7490216,0.8948895,0.778,0.9753000000000001,0.12,23236.7,0.8521898879211867,0.8626292891544571,0.8417504866879165,14507.506501781667,226.74040076483334,1.6303320855164998,1908.8030374483333
Adisadel College,Senior High School,Central,Cape Coast,2.0,2026-04-07 10:21,GES Official Directory,cape coast,5.1193543,-1.26304,0.8948895,0.778,0.9753000000000001,0.09701492537313429,24018.014925373136,0.9171775590939981,0.9508606910981735,0.8834944270898226,9416.29364972,40.8521613623,17.4781634497,1258.85792488
Adjen Kotoku Senior High,Senior High Technical School,Greater Accra,Ga West,2.0,2026-04-07 10:21,GES Official Directory,ga west,5.7069711,-0.3497636,0.8948895,0.778,0.9753000000000001,0.08333333333333333,24338.5,0.8943312647296522,0.9671978164907556,0.8214647129685485,19100.5565931,58.1303597521,10.9407402107,1922.41507179
Adjena Senior High/Tech.,Senior High School,Eastern,Asuogyaman,2.0,2026-04-07 10:21,GES Official Directory,asuogyaman,6.3627908,0.0952599,0.8948895,0.778,0.9753000000000001,0.1,21014.0,0.8796955685308313,0.9155219548415404,0.8438691822201222,1824.96434888,101.348102153,1.86253747913,2458.89638837
Adjoafua Comm. Senior High,Senior High Technical School,Western North,Bia West,2.0,2026-04-07 10:21,GES Official Directory,bia west,6.5689417,-3.0662888,0.8948895,0.778,0.9753000000000001,0.1,18690.0,0.8592892273520546,0.7744883388862447,0.9440901158178644,126357.277431,213.326318342,0.9288590106539999,2518.27375742
Adobewora Comm. Senior High,Senior High School,Ashanti,Atwima-Mponua,2.0,2026-04-07 10:21,GES Official Directory,atwima-mponua,6.5439657,-2.0080658,0.8948895,0.778,0.9753000000000001,0.08846153846153847,25603.746153846154,0.9235176668482755,0.9440811138747686,0.9029542198217829,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
Adu Gyamfi Senior High,Senior High School,Ashanti,Sekyere South,2.0,2026-04-07 10:21,GES Official Directory,sekyere south,6.9728416,-1.4690549,0.8948895,0.778,0.9753000000000001,0.1,27274.0,0.9063295804851896,0.9049725237903766,0.9076866371800026,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
"Adventist Girls Senior High, Ntonso",Senior High School,Ashanti,Kwabre East,2.0,2026-04-07 10:21,GES Official Directory,kwabre east,6.8179028,-1.5220852,0.8948895,0.778,0.9753000000000001,0.0,59281.0,0.980581660032809,0.9960959853504076,0.9650673347152104,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
"Adventist Senior High, Kumasi",Senior High School,Ashanti,Kumasi,2.0,2026-04-07 10:21,GES Official Directory,kumasi,6.7092289,-1.6323835,0.8948895,0.778,0.9753000000000001,0.08846153846153847,25603.746153846154,0.9235176668482755,0.9440811138747686,0.9029542198217829,98981.1888154,18.7946796492,38.7409015227,1491.57087785
Aflao Community SHTS,Senior High Technical School,Volta,Ketu South Municipal,2.0,2026-04-07 10:21,GES Official Directory,ketu south municipal,6.0774851,1.070622,0.8948895,0.778,0.9753000000000001,0.1,39839.0,0.7799273651214493,0.8439592913266222,0.7158954389162766,7309.203196324168,147.93714598925,0.5152197607643333,2198.005448380833
Afadjato Senior High/Tech.,Senior High Technical School,Volta,Hohoe Municipal,2.0,2026-04-07 10:21,GES Official Directory,hohoe municipal,7.153187,0.477735,0.8948895,0.778,0.9753000000000001,0.1,21990.0,0.9123503163126976,0.9027338454586534,0.921966787166742,7309.203196324168,147.93714598925,0.5152197607643333,2198.005448380833
Afife Senior High Tech.,Senior High School,Volta,Ketu North Municipal,2.0,2026-04-07 10:21,GES Official Directory,ketu north municipal,6.23334,0.9983732,0.8948895,0.778,0.9753000000000001,0.1,19201.0,0.863387666704662,0.9023709107488886,0.8244044226604355,7309.203196324168,147.93714598925,0.5152197607643333,2198.005448380833
Afigya Senior High/Tech,Senior High Technical School,Ashanti,Afigya-Kwabre North,2.0,2026-04-07 10:21,GES Official Directory,afigya-kwabre north,7.038915,-1.6266713,0.8948895,0.778,0.9753000000000001,0.08846153846153847,25603.746153846154,0.9235176668482755,0.9440811138747686,0.9029542198217829,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
Afua Kobi Ampem Girls' Senior High,Senior High School,Ashanti,Atwima-Kwanwoma,2.0,2026-04-07 10:21,GES Official Directory,atwima-kwanwoma,6.7536914,-1.6436524,0.8948895,0.778,0.9753000000000001,0.08846153846153847,25603.746153846154,0.9235176668482755,0.9440811138747686,0.9029542198217829,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
Agate Comm. Senior High,Senior High School,Volta,Afadzato South,2.0,2026-04-07 10:21,GES Official Directory,afadzato south,6.738529,0.3422621,0.8948895,0.778,0.9753000000000001,0.1,13149.0,0.8098313432142359,0.7563072062444827,0.8633554801839892,7309.203196324168,147.93714598925,0.5152197607643333,2198.005448380833
Aggrey Mem. A.M.E.Zion Snr. High,Senior High School,Central,Abura/Asebu/Kwamankese,3.0,2026-04-07 10:21,GES Official Directory,abura asebu kwamankese,5.3418551,-1.1726256,0.8948895,0.778,0.9753000000000001,0.1,23943.0,0.8947071011489923,0.9614401420767968,0.8279740602211878,14275.0245046,70.6600493044,4.21163559448,1865.97412128
Agogo State College,Senior High School,Ashanti,Asante-Akim North,3.0,2026-04-07 10:21,GES Official Directory,asante-akim north,6.8003185,-1.0725092,0.8948895,0.778,0.9753000000000001,0.08846153846153847,25603.746153846154,0.9235176668482755,0.9440811138747686,0.9029542198217829,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
Agona Namonwora Comm.Senior High,Senior High Technical School,Central,Agona East,3.0,2026-04-07 10:21,GES Official Directory,agona east,5.6437792,-0.7520114,0.8948895,0.778,0.9753000000000001,0.1,20267.0,0.92394682320442,0.927935082872928,0.9199585635359117,36238.428974856244,109.82855210539375,6.100843503336218,1980.293157856875
Agona Senior High/Tech,Senior High Technical School,Ashanti,Sekyere South,3.0,2026-04-07 10:21,GES Official Directory,sekyere south,6.9696028,-1.4758104,0.8948895,0.778,0.9753000000000001,0.1,27274.0,0.9063295804851896,0.9049725237903766,0.9076866371800026,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
"Agric Nzema Senior High, Kumasi",Senior High School,Ashanti,Kwadaso,3.0,2026-04-07 10:21,GES Official Directory,kwadaso,6.6947396,-1.6545478,0.8948895,0.778,0.9753000000000001,0.08846153846153847,25603.746153846154,0.9235176668482755,0.9440811138747686,0.9029542198217829,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
Ahafoman Senior High/Tech,Senior High Technical School,Ahafo,Asunafo North,3.0,2026-04-07 10:21,GES Official Directory,asunafo north,6.8150997,-2.6773664,0.8948895,0.778,0.9753000000000001,0.1,15955.608695652174,0.9181860077328698,0.9067351640477092,0.9296368514180308,98696.0229446,243.024882244,0.171653760199,3145.51654203
Ahamansu Islamic SHS,Senior High Technical School,Oti,Kadjebi,3.0,2026-04-07 10:21,GES Official Directory,kadjebi,7.7335212,0.5497121,0.8948895,0.778,0.9753000000000001,0.1,12671.0,0.8712311557788945,0.8913316582914573,0.8511306532663316,22844.9853323,406.153562804,0.0964056805403,3182.16613859
Ahantaman Girls' Senior High,Senior High School,Western,Shama,3.0,2026-04-07 10:21,GES Official Directory,shama,4.9585315,-1.7293216,0.8948895,0.778,0.9753000000000001,0.1,21475.0,0.9077172071636012,0.9790658276863504,0.8363685866408519,14507.506501781667,226.74040076483334,1.6303320855164998,1908.8030374483333
Akatsi Senior High/Tech,Senior High Technical School,Volta,Akatsi South,3.0,2026-04-07 10:21,GES Official Directory,akatsi south,6.1309961,0.7992624,0.8948895,0.778,0.9753000000000001,0.11234567901234566,17326.024691358023,0.8548501060464653,0.8715017142877199,0.8381984978052108,7309.203196324168,147.93714598925,0.5152197607643333,2198.005448380833
Akim Asafo Senior High,Senior High School,Eastern,Abuakwa South,3.0,2026-04-07 10:21,GES Official Directory,abuakwa south,6.2877174,-0.4660908,0.8948895,0.778,0.9753000000000001,0.10989010989010989,16272.791208791208,0.8559920513012826,0.85564831516937,0.8563357874331952,32661.8807107,132.8778183930074,1.712440318446963,3086.185355472963
Akim Swedru Senior High,Senior High School,Eastern,Birim South,3.0,2026-04-07 10:21,GES Official Directory,birim south,5.900662,-1.0300023,0.8948895,0.778,0.9753000000000001,0.1,7129.0,0.9471701666823618,0.9681702608531876,0.926170072511536,67831.9059173,115.410613396,1.02982000421,2226.8185933
Akokoaso Senior High/Tech,Senior High School,Eastern,Akyemansa,3.0,2026-04-07 10:21,GES Official Directory,akyemansa,6.0815994,-1.1154644,0.8948895,0.778,0.9753000000000001,0.1,14879.0,0.9197168895196832,0.9582057219690744,0.8812280570702921,32661.8807107,132.8778183930074,1.712440318446963,3086.185355472963
Akome Senior High/Tech.,Senior High Technical School,Volta,Ho West,3.0,2026-04-07 10:21,GES Official Directory,ho west,6.8414812,0.4943526,0.8948895,0.778,0.9753000000000001,0.1,15849.0,0.8461677585306057,0.8463084281178409,0.8460270889433704,7309.203196324168,147.93714598925,0.5152197607643333,2198.005448380833
Akramaman Senior High,Senior High School,Greater Accra,Ga West,3.0,2026-04-07 10:21,GES Official Directory,ga west,5.7069711,-0.3497636,0.8948895,0.778,0.9753000000000001,0.08333333333333333,24338.5,0.8943312647296522,0.9671978164907556,0.8214647129685485,19100.5565931,58.1303597521,10.9407402107,1922.41507179
Akro Senior High/Tech,Senior High School,Eastern,Lower Manya Krobo,3.0,2026-04-07 10:21,GES Official Directory,lower manya krobo,6.1561046,0.0332516,0.8948895,0.778,0.9753000000000001,0.10989010989010989,16272.791208791208,0.8559920513012826,0.85564831516937,0.8563357874331952,32661.8807107,132.8778183930074,1.712440318446963,3086.185355472963
Akrofuom Senior High/Tech,Senior High Technical School,Ashanti,Akrofuom,3.0,2026-04-07 10:21,GES Official Directory,akrofuom,6.1190957,-1.65317,0.8948895,0.778,0.9753000000000001,0.2,8440.0,0.8943188368667137,0.857170306795619,0.9314673669378082,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
Akroso Senior High/Tech,Senior High School,Eastern,Asene Manso Akroso,3.0,2026-04-07 10:21,GES Official Directory,asene manso akroso,5.7765107,-0.7708586,0.8948895,0.778,0.9753000000000001,0.1,13723.0,0.91821733103709,0.9319527869954216,0.9044818750787584,32661.8807107,132.8778183930074,1.712440318446963,3086.185355472963
Akumadan Senior High,Senior High School,Ashanti,Offinso North,3.0,2026-04-07 10:21,GES Official Directory,offinso north,7.3912349,-1.9487646,0.8948895,0.778,0.9753000000000001,0.1,14051.0,0.8309900126054495,0.8501890817414913,0.8117909434694075,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
Akumfi Ameyaw Senior High/Tech.,Senior High Technical School,Bono East,Techiman North,3.0,2026-04-07 10:21,GES Official Directory,techiman north,7.703655,-1.9857703,0.8948895,0.778,0.9753000000000001,0.1,19241.0,0.915351031068491,0.9590691147234242,0.8716329474135579,42290.33319406428,278.16380118278573,0.43796246186061427,3890.629855290714
Akuse Methodist Senior High/Tech,Senior High Technical School,Eastern,Lower Manya Krobo,3.0,2026-04-07 10:21,GES Official Directory,lower manya krobo,6.1561046,0.0332516,0.8948895,0.778,0.9753000000000001,0.10989010989010989,16272.791208791208,0.8559920513012826,0.85564831516937,0.8563357874331952,32661.8807107,132.8778183930074,1.712440318446963,3086.185355472963
Akwamuman Senior High,Senior High School,Eastern,Asuogyaman,4.0,2026-04-07 10:21,GES Official Directory,asuogyaman,6.250281,0.0816862,0.8948895,0.778,0.9753000000000001,0.1,21014.0,0.8796955685308313,0.9155219548415404,0.8438691822201222,1824.96434888,101.348102153,1.86253747913,2458.89638837
Akwesi Awobaa Senior High/Tech,Senior High Technical School,Ashanti,Ejura/Sekyedumase,4.0,2026-04-07 10:21,GES Official Directory,ejura/sekyedumase,7.7464138,-0.9871315,0.8948895,0.778,0.9753000000000001,0.08846153846153847,25603.746153846154,0.9235176668482755,0.9440811138747686,0.9029542198217829,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
Akyin SHS,Senior High Technical School,Central,Ekumfi,4.0,2026-04-07 10:21,GES Official Directory,ekumfi,5.2118633,-0.8835994,0.8948895,0.778,0.9753000000000001,0.1,10121.0,0.812946454926501,0.9746147942617628,0.6512781155912392,36238.428974856244,109.82855210539375,6.100843503336218,1980.293157856875
"Al-Azariya Islamic Snr. High, Kumasi",Senior High School,Ashanti,Kumasi,4.0,2026-04-07 10:21,GES Official Directory,kumasi,6.6985605,-1.6233086,0.8948895,0.778,0.9753000000000001,0.08846153846153847,25603.746153846154,0.9235176668482755,0.9440811138747686,0.9029542198217829,98981.1888154,18.7946796492,38.7409015227,1491.57087785
Amaniampong Senior High,Senior High School,Ashanti,Mampong,4.0,2026-04-07 10:21,GES Official Directory,mampong,7.0746988,-1.403088,0.8948895,0.778,0.9753000000000001,0.08846153846153847,25603.746153846154,0.9235176668482755,0.9440811138747686,0.9029542198217829,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
Amanten Senior High,Senior High School,Bono East,Atebubu-Amantin,4.0,2026-04-07 10:21,GES Official Directory,atebubu-amantin,7.7464138,-0.9871315,0.8948895,0.778,0.9753000000000001,0.11612903225806454,15885.032258064517,0.799610389004721,0.8618972144212762,0.737323563588166,43741.7139188,289.616990813,0.0891214341213,3015.74224086
Amasaman Senior High/Tech,Senior High School,Greater Accra,Ga West,4.0,2026-04-07 10:21,GES Official Directory,ga west,5.7069711,-0.3497636,0.8948895,0.778,0.9753000000000001,0.08333333333333333,24338.5,0.8943312647296522,0.9671978164907556,0.8214647129685485,19100.5565931,58.1303597521,10.9407402107,1922.41507179
Ameaman Senior High,Senior High School,Eastern,Asene Manso Akroso,4.0,2026-04-07 10:21,GES Official Directory,asene manso akroso,5.7765107,-0.7708586,0.8948895,0.778,0.9753000000000001,0.1,13723.0,0.91821733103709,0.9319527869954216,0.9044818750787584,32661.8807107,132.8778183930074,1.712440318446963,3086.185355472963
Amenfiman Senior High,Senior High School,Western,Wassa Amenfi East,4.0,2026-04-07 10:21,GES Official Directory,wassa amenfi east,5.7790558,-2.0907963,0.8948895,0.778,0.9753000000000001,0.12,23236.7,0.8521898879211867,0.8626292891544571,0.8417504866879165,14507.506501781667,226.74040076483334,1.6303320855164998,1908.8030374483333
Amuana Praso Senior High,Senior High Technical School,Eastern,Birim North,4.0,2026-04-07 10:21,GES Official Directory,birim north,6.3465137,-0.9974751,0.8948895,0.778,0.9753000000000001,0.1,13776.0,0.956078494580328,0.9864608937421928,0.9256960954184632,70906.1482211,154.455235345,0.108639258934,2795.5487691
Anbariya Senior High Sch.,Senior High School,Northern,Tamale Metropolitan,4.0,2026-04-07 10:21,GES Official Directory,tamale metropolitan area (tma),9.4051992,-0.8423986,0.8948895,0.778,0.9753000000000001,0.19047619047619047,21699.95238095238,0.7880145224018165,0.841546208663984,0.7344828361396489,22896.57384383,259.69517053575,0.02610238540715,4439.2526091125
Anfoega Senior High,Senior High School,Volta,North Dayi,4.0,2026-04-07 10:21,GES Official Directory,north dayi,6.9094975,0.2876623,0.8948895,0.778,0.9753000000000001,0.1,7325.0,0.8758828664391716,0.8908023172764067,0.8609634156019363,7309.203196324168,147.93714598925,0.5152197607643333,2198.005448380833
"Anglican Senior High, Kumasi",Senior High School,Ashanti,Kumasi,4.0,2026-04-07 10:21,GES Official Directory,kumasi,6.6930711,-1.6084738,0.8948895,0.778,0.9753000000000001,0.08846153846153847,25603.746153846154,0.9235176668482755,0.9440811138747686,0.9029542198217829,98981.1888154,18.7946796492,38.7409015227,1491.57087785
Anlo Afiadenyigba Senior High,Senior High School,Volta,Keta Municipal,4.0,2026-04-07 10:21,GES Official Directory,keta municipal,6.043261,0.9768834,0.8948895,0.778,0.9753000000000001,0.1,16411.0,0.8479094431980421,0.9421170711809096,0.7537018152151744,7309.203196324168,147.93714598925,0.5152197607643333,2198.005448380833
Anlo Awomefia Senior High,Senior High Technical School,Volta,Keta Municipal,4.0,2026-04-07 10:21,GES Official Directory,keta municipal,5.9215688,0.9910728,0.8948895,0.778,0.9753000000000001,0.1,16411.0,0.8479094431980421,0.9421170711809096,0.7537018152151744,7309.203196324168,147.93714598925,0.5152197607643333,2198.005448380833
Anlo Senior High,Senior High School,Volta,Keta Municipal,4.0,2026-04-07 10:21,GES Official Directory,keta municipal,5.8081492,0.9313456,0.8948895,0.778,0.9753000000000001,0.1,16411.0,0.8479094431980421,0.9421170711809096,0.7537018152151744,7309.203196324168,147.93714598925,0.5152197607643333,2198.005448380833
Annor Adjaye Senior High,Senior High School,Western,Jomoro,4.0,2026-04-07 10:21,GES Official Directory,jomoro,5.0226658,-2.7181879,0.8948895,0.778,0.9753000000000001,0.12,23236.7,0.8521898879211867,0.8626292891544571,0.8417504866879165,19707.1119033,320.960857251,0.416801327885,2364.69146631
Antoa Senior High,Senior High School,Ashanti,Kwabre East,4.0,2026-04-07 10:21,GES Official Directory,kwabre east,6.7594451,-1.5177375,0.8948895,0.778,0.9753000000000001,0.0,59281.0,0.980581660032809,0.9960959853504076,0.9650673347152104,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
Anum Apapam Comm. Day,Senior High Technical School,Eastern,Ayensuano,4.0,2026-04-07 10:21,GES Official Directory,ayensuano,5.9956309,-0.5930941,0.8948895,0.778,0.9753000000000001,0.1,14518.0,0.8272346368715084,0.7901885474860335,0.8642807262569833,32661.8807107,132.8778183930074,1.712440318446963,3086.185355472963
Anum Asamoah Senior High/Tech,Senior High Technical School,Ashanti,Atwima-Kwanwoma,4.0,2026-04-07 10:21,GES Official Directory,atwima-kwanwoma,6.7536914,-1.6436524,0.8948895,0.778,0.9753000000000001,0.08846153846153847,25603.746153846154,0.9235176668482755,0.9440811138747686,0.9029542198217829,91906.77835521691,132.57486966470984,12.538350181039155,2717.7469318659155
Anum Presby Senior High,Senior High School,Eastern,Asuogyaman,5.0,2026-04-07 10:21,GES Official Directory,asuogyaman,6.3627908,0.0952599,0.8948895,0.778,0.9753000000000001,0.1,21014.0,0.8796955685308313,0.9155219548415404,0.8438691822201222,1824.96434888,101.348102153,1.86253747913,2458.89638837
Apedwa Presby Senior High,Senior High School,Eastern,Fanteakwa South,5.0,2026-04-07 10:21,GES Official Directory,fanteakwa south,6.3444097,-0.4820305,0.8948895,0.778,0.9753000000000001,0.1,10240.0,0.9023661842407537,0.8454514128187457,0.9592809556627612,32661.8807107,132.8778183930074,1.712440318446963,3086.185355472963
Apeguso Senior High,Senior High Technical School,Eastern,Asuogyaman,5.0,2026-04-07 10:21,GES Official Directory,asuogyaman,6.3094121,0.1557412,0.8948895,0.778,0.9753000000000001,0.1,21014.0,0.8796955685308313,0.9155219548415404,0.8438691822201222,1824.96434888,101.348102153,1.86253747913,2458.89638837
Aperade Senior High/Tech.,Senior High Technical School,Eastern,Achiase,5.0,2026-04-07 10:21,GES Official Directory,achiase,5.8354534,-0.9966928,0.8948895,0.778,0.9753000000000001,0.1,9734.0,0.9160489362984392,0.9261134213222444,0.905984451274634,32661.8807107,132.8778183930074,1.712440318446963,3086.185355472963
Archbishop Porter Girls Snr. High,Senior High School,Western,Sekondi Takoradi Metropolitan,5.0,2026-04-07 10:21,GES Official Directory,sekondi takoradi metropolitan,4.927456,-1.7490216,0.8948895,0.778,0.9753000000000001,0.12,23236.7,0.8521898879211867,0.8626292891544571,0.8417504866879165,14507.506501781667,226.74040076483334,1.6303320855164998,1908.8030374483333
